Date, Cases, Deaths, Avg Temperatures, Avg Dewpoints, Avg Humidities, Avg Windspeeds, Avg Pressures,
2020-05-01, 4079, 15667.4, 54.8, 66.5, 2.3, 28.7
2020-05-02, 4164, 16767.0, 50.9, 58.6, 2.3, 28.8
2020-05-03, 4180, 16765.9, 50.4, 59.5, 2.7, 28.8
2020-05-04, 4354, 18167.4, 48.7, 56.0, 2.2, 28.8
2020-05-05, 4454, 18472.4, 43.2, 40.5, 2.3, 28.7
2020-05-06, 4672, 19075.3, 42.3, 35.0, 1.3, 28.7
2020-05-07, 4756, 19475.4, 40.5, 30.9, 2.4, 28.6
2020-05-08, 4817, 20473.5, 47.3, 42.3, 2.3, 28.7
2020-05-09, 4992, 21069.8, 52.5, 56.5, 3.0, 28.7
2020-05-10, 5039, 21266.2, 55.0, 68.6, 3.6, 28.7
2020-05-11, 5189, 21766.2, 51.2, 61.4, 5.2, 28.8
2020-05-12, 5248, 22861.9, 49.4, 65.3, 4.9, 28.8
2020-05-13, 5343, 23862.0, 48.1, 62.1, 4.5, 28.8
2020-05-14, 5440, 24663.9, 46.6, 55.1, 2.9, 28.8
2020-05-15, 5618, 24966.9, 50.1, 57.1, 2.5, 28.7
2020-05-16, 5618, 25569.6, 50.9, 54.4, 3.2, 28.6
2020-05-17, 5633, 25968.4, 52.0, 58.3, 3.3, 28.7
2020-05-18, 5952, 26364.5, 52.5, 65.8, 6.9, 28.7
2020-05-19, 6053, 27060.2, 44.4, 58.0, 5.0, 28.8
2020-05-20, 6184, 27462.3, 42.3, 51.0, 3.4, 28.8
2020-05-21, 6343, 28466.8, 41.3, 44.8, 2.0, 28.7
2020-05-22, 6464, 29065.7, 41.8, 44.0, 3.5, 28.7
2020-05-23, 6464, 29864.3, 50.2, 62.6, 5.8, 28.7
2020-05-24, 6464, 29967.1, 50.0, 58.1, 2.3, 28.7
2020-05-25, 7004, 30471.4, 49.9, 50.8, 2.2, 28.7
2020-05-26, 7139, 30974.6, 47.5, 40.8, 2.6, 28.7
2020-05-27, 7252, 31475.9, 50.4, 43.5, 3.0, 28.7
2020-05-28, 7341, 32070.7, 54.8, 60.3, 5.1, 28.7
2020-05-29, 7486, 33167.0, 55.9, 69.7, 4.7, 28.7
