Date, Cases, Deaths, Avg Temperatures, Avg Dewpoints, Avg Humidities, Avg Windspeeds, Avg Pressures,
2020-05-01, 1090, 4366.1, 40.4, 42.0, 6.3, 30.0
2020-05-02, 1106, 4364.2, 50.9, 64.3, 9.8, 30.0
2020-05-03, 1116, 4363.3, 42.4, 51.1, 7.1, 30.1
2020-05-04, 1126, 4765.5, 39.5, 45.2, 5.4, 30.1
2020-05-05, 1132, 4768.0, 42.0, 43.0, 9.0, 30.0
2020-05-06, 1132, 4768.1, 38.4, 43.0, 12.1, 30.1
2020-05-07, 1132, 4974.7, 36.8, 28.2, 7.1, 29.9
2020-05-08, 1159, 5075.3, 46.8, 41.6, 3.1, 29.8
2020-05-09, 1164, 5172.8, 47.7, 46.2, 9.1, 29.8
2020-05-10, 1166, 5264.8, 50.2, 61.4, 13.3, 29.8
2020-05-11, 1172, 5261.5, 47.3, 64.6, 12.2, 29.9
2020-05-12, 1180, 5261.0, 50.1, 69.7, 11.7, 29.9
2020-05-13, 1182, 5259.6, 49.5, 70.3, 9.0, 30.0
2020-05-14, 1193, 5462.0, 50.9, 69.3, 8.6, 30.0
2020-05-15, 1210, 5465.6, 50.1, 62.5, 6.4, 30.0
2020-05-16, 1221, 5568.2, 48.3, 51.6, 12.5, 29.8
2020-05-17, 1236, 5564.6, 54.2, 71.1, 13.1, 29.8
2020-05-18, 1244, 5661.1, 49.2, 67.0, 11.0, 29.8
2020-05-19, 1249, 5660.4, 48.4, 68.0, 5.8, 29.9
2020-05-20, 1254, 5764.3, 49.3, 61.3, 6.5, 30.0
2020-05-21, 1265, 5769.0, 51.1, 57.0, 4.9, 29.9
2020-05-22, 1271, 5766.1, 41.0, 45.6, 9.5, 29.8
2020-05-23, 1288, 5770.1, 38.2, 35.1, 9.7, 29.9
2020-05-24, 1292, 5773.8, 47.3, 43.8, 5.1, 29.9
2020-05-25, 1301, 5780.5, 51.8, 40.8, 3.3, 29.8
2020-05-26, 1309, 5784.8, 56.9, 41.3, 4.8, 29.8
2020-05-27, 1318, 5785.0, 59.0, 44.5, 5.8, 29.8
2020-05-28, 1348, 5781.0, 54.4, 44.0, 7.8, 29.8
2020-05-29, 1372, 5771.0, 54.8, 58.3, 10.6, 29.7
