Date, Cases, Deaths, Avg Temperatures, Avg Dewpoints, Avg Humidities, Avg Windspeeds, Avg Pressures,
2020-05-01, 5, 0, 66.1, 40.4, 42.0, 6.3, 30.0
2020-05-02, 5, 0, 64.2, 50.9, 64.3, 9.8, 30.0
2020-05-03, 5, 0, 63.3, 42.4, 51.1, 7.1, 30.1
2020-05-04, 5, 0, 65.5, 39.5, 45.2, 5.4, 30.1
2020-05-05, 5, 0, 68.0, 42.0, 43.0, 9.0, 30.0
2020-05-06, 5, 0, 68.1, 38.4, 43.0, 12.1, 30.1
2020-05-07, 6, 0, 74.7, 36.8, 28.2, 7.1, 29.9
2020-05-08, 6, 0, 75.3, 46.8, 41.6, 3.1, 29.8
2020-05-09, 6, 0, 72.8, 47.7, 46.2, 9.1, 29.8
2020-05-10, 6, 0, 64.8, 50.2, 61.4, 13.3, 29.8
2020-05-11, 6, 0, 61.5, 47.3, 64.6, 12.2, 29.9
2020-05-12, 6, 0, 61.0, 50.1, 69.7, 11.7, 29.9
2020-05-13, 7, 0, 59.6, 49.5, 70.3, 9.0, 30.0
2020-05-14, 9, 0, 62.0, 50.9, 69.3, 8.6, 30.0
2020-05-15, 9, 0, 65.6, 50.1, 62.5, 6.4, 30.0
2020-05-16, 9, 0, 68.2, 48.3, 51.6, 12.5, 29.8
2020-05-17, 9, 0, 64.6, 54.2, 71.1, 13.1, 29.8
2020-05-18, 12, 0, 61.1, 49.2, 67.0, 11.0, 29.8
2020-05-19, 12, 0, 60.4, 48.4, 68.0, 5.8, 29.9
2020-05-20, 12, 0, 64.3, 49.3, 61.3, 6.5, 30.0
2020-05-21, 12, 0, 69.0, 51.1, 57.0, 4.9, 29.9
2020-05-22, 12, 0, 66.1, 41.0, 45.6, 9.5, 29.8
2020-05-23, 12, 0, 70.1, 38.2, 35.1, 9.7, 29.9
2020-05-24, 12, 0, 73.8, 47.3, 43.8, 5.1, 29.9
2020-05-25, 12, 0, 80.5, 51.8, 40.8, 3.3, 29.8
2020-05-26, 13, 0, 84.8, 56.9, 41.3, 4.8, 29.8
2020-05-27, 13, 0, 85.0, 59.0, 44.5, 5.8, 29.8
2020-05-28, 14, 0, 81.0, 54.4, 44.0, 7.8, 29.8
2020-05-29, 16, 0, 71.0, 54.8, 58.3, 10.6, 29.7
